Age,Embarked,PassengerId,Pclass,Sex,Fare_bin,Fare_class,Family_group,Title,Deck,Survived
18.0,2,1089,2,0,0,0,0,1,8,
23.0,2,1090,1,1,0,1,0,2,8,
32.3,2,1091,2,0,0,0,0,3,8,
17.3,1,1092,2,0,1,1,0,1,8,
0.33,2,1093,2,1,1,1,1,0,8,
47.0,0,1094,0,1,3,3,1,2,2,
8.0,2,1095,1,0,2,2,1,1,8,
25.0,2,1096,1,1,0,1,0,2,8,
42.2,0,1097,0,1,2,2,0,2,8,
35.0,1,1098,2,0,0,0,0,1,8,
24.0,2,1099,1,1,0,1,0,2,8,
33.0,0,1100,0,0,2,2,0,1,0,
25.0,2,1101,2,1,0,0,0,2,8,
32.0,2,1102,2,1,2,1,0,2,8,
28.3,2,1103,2,1,0,0,0,2,8,
17.0,2,1104,1,1,3,2,0,2,8,
60.0,2,1105,1,0,2,2,1,3,8,
38.0,2,1106,2,0,0,0,0,1,8,
42.0,2,1107,0,1,2,2,0,2,1,
17.3,1,1108,2,0,0,0,0,1,8,
57.0,2,1109,0,1,3,3,1,2,8,
50.0,0,1110,0,0,3,3,1,3,2,
28.3,2,1111,2,1,0,0,0,2,8,
30.0,0,1112,1,0,1,1,1,1,8,
21.0,2,1113,2,1,0,0,0,2,8,
22.0,2,1114,1,0,0,1,0,3,5,
21.0,2,1115,2,1,0,0,0,2,8,
53.0,0,1116,0,0,2,2,0,3,8,
32.3,0,1117,2,0,1,1,1,3,8,
23.0,2,1118,2,1,0,0,0,2,8,
17.3,1,1119,2,0,0,0,0,1,8,
40.5,2,1120,2,1,1,1,0,2,8,
36.0,2,1121,1,1,0,1,0,2,8,
14.0,2,1122,1,1,3,2,0,2,8,
21.0,2,1123,0,0,2,2,0,1,8,
21.0,2,1124,2,1,0,0,1,2,8,
28.3,1,1125,2,1,0,0,0,2,8,
39.0,0,1126,0,1,3,2,1,2,2,
20.0,2,1127,2,1,0,0,0,2,8,
64.0,0,1128,0,1,3,2,1,2,3,
20.0,0,1129,2,1,0,0,0,2,8,
18.0,2,1130,1,0,0,1,1,1,8,
48.0,0,1131,0,0,3,3,1,3,2,
55.0,0,1132,0,0,2,2,0,3,8,
45.0,2,1133,1,0,2,2,1,3,8,
45.0,0,1134,0,1,3,3,1,2,4,
28.3,2,1135,2,1,0,0,0,2,8,
6.1,2,1136,2,1,2,1,1,0,8,
41.0,2,1137,0,1,3,2,1,2,3,
22.0,2,1138,1,0,1,2,0,3,8,
42.0,2,1139,1,1,2,2,1,2,8,
29.0,2,1140,1,0,2,2,1,3,8,
32.3,0,1141,2,0,1,1,1,3,8,
0.92,2,1142,1,0,2,2,1,1,8,
20.0,2,1143,2,1,0,0,0,2,8,
27.0,0,1144,0,1,3,3,1,2,2,
24.0,2,1145,2,1,0,0,0,2,8,
32.5,2,1146,2,1,0,0,0,2,8,
28.3,2,1147,2,1,0,0,0,2,8,
28.3,1,1148,2,1,0,0,0,2,8,
28.0,2,1149,2,1,0,0,0,2,8,
19.0,2,1150,1,0,0,1,0,1,8,
21.0,2,1151,2,1,0,0,0,2,8,
36.5,2,1152,2,1,1,1,1,2,8,
21.0,2,1153,2,1,0,0,0,2,8,
29.0,2,1154,1,0,2,2,1,3,8,
1.0,2,1155,2,0,0,1,1,1,8,
30.0,0,1156,1,1,0,1,0,2,8,
28.3,2,1157,2,1,0,0,0,2,8,
42.2,2,1158,0,1,-1,-1,0,2,8,
28.3,2,1159,2,1,0,0,0,2,8,
17.3,2,1160,2,0,0,0,0,1,8,
17.0,2,1161,2,1,0,0,0,2,8,
46.0,0,1162,0,1,3,2,0,2,2,
28.3,1,1163,2,1,0,0,0,2,8,
26.0,0,1164,0,0,3,3,1,3,2,
17.3,1,1165,2,0,1,1,1,1,8,
28.3,0,1166,2,1,0,0,0,2,8,
20.0,2,1167,1,0,2,2,1,1,8,
28.0,2,1168,1,1,0,1,0,2,8,
40.0,2,1169,1,1,2,2,1,2,8,
30.0,2,1170,1,1,1,2,1,2,8,
22.0,2,1171,1,1,0,1,0,2,8,
23.0,2,1172,2,0,0,0,0,1,8,
0.75,2,1173,2,1,1,1,1,0,8,
17.3,1,1174,2,0,0,0,0,1,8,
9.0,0,1175,2,0,1,1,1,1,8,
2.0,2,1176,2,0,1,1,1,1,8,
36.0,2,1177,2,1,0,0,0,2,8,
28.3,2,1178,2,1,0,0,0,2,8,
24.0,2,1179,0,1,3,2,1,2,1,
28.3,0,1180,2,1,0,0,0,2,5,
28.3,2,1181,2,1,0,0,0,2,8,
42.2,2,1182,0,1,2,2,0,2,8,
30.0,1,1183,2,0,0,0,0,1,8,
28.3,0,1184,2,1,0,0,0,2,8,
53.0,2,1185,0,1,3,2,1,2,0,
36.0,2,1186,2,1,0,0,0,2,8,
26.0,2,1187,2,1,0,0,0,2,8,
1.0,0,1188,1,0,2,2,1,1,8,
28.3,0,1189,2,1,2,1,1,2,8,
30.0,2,1190,0,1,2,2,0,2,8,
29.0,2,1191,2,1,0,0,0,2,8,
32.0,2,1192,2,1,0,0,0,2,8,
33.0,0,1193,1,1,1,1,0,2,3,
43.0,2,1194,1,1,1,2,1,2,8,
24.0,2,1195,2,1,0,0,0,2,8,
17.3,1,1196,2,0,0,0,0,1,8,
64.0,2,1197,0,0,2,2,1,3,1,
30.0,2,1198,0,1,3,3,1,2,2,
0.83,2,1199,2,1,0,0,1,0,8,
55.0,2,1200,0,1,3,3,1,2,1,
45.0,2,1201,2,0,1,1,1,3,8,
18.0,2,1202,2,1,0,0,0,2,8,
22.0,0,1203,2,1,0,0,0,2,8,
28.3,2,1204,2,1,0,0,0,2,8,
37.0,1,1205,2,0,0,0,0,1,8,
55.0,0,1206,0,0,3,3,0,3,2,
17.0,1,1207,2,0,0,0,0,1,8,
57.0,0,1208,0,1,3,3,1,2,1,
19.0,2,1209,1,1,0,1,0,2,8,
27.0,2,1210,2,1,0,0,0,2,8,
22.0,2,1211,1,1,2,2,1,2,8,
26.0,2,1212,2,1,0,0,0,2,8,
25.0,0,1213,2,1,0,0,0,2,5,
26.0,2,1214,1,1,0,1,0,2,5,
33.0,2,1215,0,1,2,2,0,2,8,
39.0,2,1216,0,0,3,3,0,1,8,
23.0,2,1217,2,1,0,0,0,2,8,
12.0,2,1218,1,0,2,2,1,1,5,
46.0,0,1219,0,1,3,2,0,2,8,
29.0,2,1220,1,1,2,2,1,2,8,
21.0,2,1221,1,1,0,1,0,2,8,
48.0,2,1222,1,0,2,2,1,3,8,
39.0,0,1223,0,1,2,2,0,2,0,
28.3,0,1224,2,1,0,0,0,2,8,
19.0,0,1225,2,0,1,1,1,3,8,
27.0,2,1226,2,1,0,0,0,2,8,
30.0,2,1227,0,1,2,2,0,2,2,
32.0,2,1228,1,1,0,1,0,2,8,
39.0,0,1229,2,1,0,0,1,2,8,
25.0,2,1230,1,1,2,2,0,2,8,
6.1,0,1231,2,1,0,0,0,0,8,
18.0,2,1232,1,1,0,1,0,2,8,
32.0,2,1233,2,1,0,0,0,2,8,
28.3,2,1234,2,1,3,2,0,2,8,
58.0,0,1235,0,0,3,3,1,3,1,
6.1,2,1236,2,1,1,1,1,0,8,
16.0,2,1237,2,0,0,0,0,1,8,
26.0,2,1238,1,1,0,1,0,2,8,
38.0,0,1239,2,0,0,0,0,3,8,
24.0,2,1240,1,1,1,1,0,2,8,
31.0,2,1241,1,0,1,2,0,1,8,
45.0,0,1242,0,0,3,2,1,3,3,
25.0,2,1243,1,1,0,1,0,2,8,
18.0,2,1244,1,1,3,2,0,2,8,
49.0,2,1245,1,1,3,2,1,2,8,
0.17,2,1246,2,0,1,1,1,1,8,
50.0,2,1247,0,1,2,2,0,2,4,
59.0,2,1248,0,0,3,2,1,3,2,
28.3,2,1249,2,1,0,0,0,2,8,
28.3,1,1250,2,1,0,0,0,2,8,
30.0,2,1251,2,0,1,1,1,3,8,
14.5,2,1252,2,1,3,2,0,0,8,
24.0,0,1253,1,0,2,2,1,3,8,
31.0,2,1254,1,0,1,2,0,3,8,
27.0,2,1255,2,1,0,0,0,2,8,
25.0,0,1256,0,0,3,2,1,3,4,
32.3,2,1257,2,0,3,2,0,3,8,
28.3,0,1258,2,1,1,1,1,2,8,
22.0,2,1259,2,0,2,2,0,1,8,
45.0,0,1260,0,0,3,2,1,3,8,
29.0,0,1261,1,1,1,1,0,2,8,
21.0,2,1262,1,1,0,1,1,2,8,
31.0,0,1263,0,0,3,3,0,1,4,
49.0,2,1264,0,1,-1,-1,0,2,1,
44.0,2,1265,1,1,0,1,0,2,8,
54.0,2,1266,0,0,3,2,1,3,0,
45.0,0,1267,0,0,3,3,0,1,8,
22.0,2,1268,2,0,0,0,1,1,8,
21.0,2,1269,1,1,0,1,0,2,8,
55.0,2,1270,0,1,2,2,0,2,2,
5.0,2,1271,2,1,2,2,0,0,8,
28.3,1,1272,2,1,0,0,0,2,8,
26.0,1,1273,2,1,0,0,0,2,8,
32.3,2,1274,2,0,1,1,0,3,8,
19.0,2,1275,2,0,1,1,1,3,8,
33.0,2,1276,1,1,0,1,0,2,8,
24.0,2,1277,1,0,3,2,1,1,8,
24.0,2,1278,2,1,0,0,0,2,8,
57.0,2,1279,1,1,0,1,0,2,8,
21.0,1,1280,2,1,0,0,0,2,8,
6.0,2,1281,2,1,2,1,0,0,8,
23.0,2,1282,0,1,3,3,0,2,1,
51.0,2,1283,0,0,2,2,1,3,3,
13.0,2,1284,2,1,1,1,1,0,8,
47.0,2,1285,1,1,0,1,0,2,8,
29.0,2,1286,2,1,2,1,0,2,8,
18.0,2,1287,0,0,3,2,1,3,2,
24.0,1,1288,2,1,0,0,0,2,8,
48.0,0,1289,0,0,3,2,1,3,1,
22.0,2,1290,2,1,0,0,0,2,8,
31.0,1,1291,2,1,0,0,0,2,8,
30.0,2,1292,0,0,3,3,0,1,2,
38.0,2,1293,1,1,1,2,1,2,8,
22.0,0,1294,0,0,3,2,1,1,8,
17.0,2,1295,0,1,2,2,0,2,8,
43.0,0,1296,0,1,2,2,1,2,3,
20.0,0,1297,1,1,1,1,0,2,3,
23.0,2,1298,1,1,0,1,1,2,8,
50.0,0,1299,0,1,3,3,1,2,2,
17.3,1,1300,2,0,0,0,0,1,8,
3.0,2,1301,2,0,1,1,1,1,8,
17.3,1,1302,2,0,0,0,0,1,8,
37.0,1,1303,0,0,3,3,1,3,2,
28.0,2,1304,2,0,0,0,0,1,8,
28.3,2,1305,2,1,0,0,0,2,8,
39.0,0,1306,0,0,3,3,0,3,2,
38.5,2,1307,2,1,0,0,0,2,8,
28.3,2,1308,2,1,0,0,0,2,8,
6.1,0,1309,2,1,2,1,1,0,8,
